hotelid,zone,mgrgroup,gdlat,gdlon,isstraightconnect,star
485208,865,291,31.3772068,120.5897293,F,2
485208,865,291,NULL,NULL,T,2
485214,211,281,NULL,NULL,F,2
485214,211,281,NULL,NULL,T,2
485214,211,281,31.31313705,120.6223526,F,2
485264,212,0,NULL,NULL,F,3
485264,212,0,31.27780151,120.5990906,F,3
485319,12375,281,31.25582695,120.6356888,F,2
485319,12375,281,NULL,NULL,F,2
485319,12375,281,NULL,NULL,T,2
485354,211,291,NULL,NULL,F,2
485354,211,291,31.30320358,120.616539,F,2
485354,211,291,NULL,NULL,T,2
485359,211,291,NULL,NULL,F,2
485359,211,291,31.30385017,120.6210556,F,2
485359,211,291,NULL,NULL,T,2
485485,689,291,31.31484985,120.5990601,F,2
485485,689,291,NULL,NULL,F,2
485485,689,291,NULL,NULL,T,2
485507,211,291,NULL,NULL,T,2
485507,211,291,NULL,NULL,F,2
485507,211,291,31.31509972,120.6202469,F,2
485598,12375,291,31.27829933,120.627121,F,2
485598,12375,291,NULL,NULL,T,2
485598,12375,291,NULL,NULL,F,2
485637,12376,281,NULL,NULL,F,2
485637,12376,281,NULL,NULL,T,2
485637,12376,281,31.2185688,120.6002045,F,2
485945,689,290,31.30894089,120.5945358,F,3
485945,689,290,NULL,NULL,T,3
485945,689,290,NULL,NULL,F,3
486234,715,51,NULL,NULL,F,3
486234,715,51,NULL,NULL,T,3
486234,715,51,31.29739952,120.6397247,F,3
486362,210,0,31.28801727,120.5540695,F,2
486362,210,0,NULL,NULL,F,2
486386,212,0,NULL,NULL,T,2
486386,212,0,NULL,NULL,F,2
486386,212,0,31.28878212,120.6030197,F,2
491009,1060,0,31.3170948,120.7187805,F,4
491009,1060,0,NULL,NULL,T,4
491009,1060,0,NULL,NULL,F,4
491722,212,32,31.2813282,120.6088486,F,4
491916,12377,291,NULL,NULL,F,2
491916,12377,291,31.1790657,120.6738281,F,2
491916,12377,291,NULL,NULL,T,2
493151,656,0,NULL,NULL,T,2
493151,656,0,31.2181778,120.4237213,F,2
493151,656,0,NULL,NULL,F,2
493182,1060,0,NULL,NULL,T,2
493182,1060,0,NULL,NULL,F,2
493182,1060,0,31.33005905,120.7014084,F,2
493433,1060,0,31.32127571,120.7051849,F,4
493433,1060,0,NULL,NULL,T,4
493433,1060,0,NULL,NULL,F,4
493901,715,0,NULL,NULL,F,2
493901,715,0,31.29022598,120.6245804,F,2
494836,210,0,NULL,NULL,F,4
494836,210,0,NULL,NULL,T,4
494836,210,0,31.29089737,120.548378,F,4
495222,1060,0,NULL,NULL,T,3
495222,1060,0,31.30098724,120.6823654,F,3
495222,1060,0,NULL,NULL,F,3
495313,863,0,NULL,NULL,F,4
495313,863,0,31.40486526,120.7919769,F,4
495313,863,0,NULL,NULL,T,4
495558,656,0,NULL,NULL,T,5
495558,656,0,31.18164063,120.3500824,F,5
495558,656,0,NULL,NULL,F,5
495731,211,0,31.31390572,120.6270599,F,2
495742,NULL,NULL,NULL,NULL,F,2
496444,1060,51,NULL,NULL,F,5
496458,689,22,NULL,NULL,F,5
496651,715,0,NULL,NULL,T,4
496651,715,0,31.29982185,120.631073,F,4
496651,715,0,NULL,NULL,F,4
496948,210,0,31.36667824,120.50383,F,2
496978,209,0,31.33303452,120.7562485,F,4
496978,209,0,NULL,NULL,F,4
496978,209,0,NULL,NULL,T,4
497004,656,0,31.08424377,120.431015,F,4
497004,656,0,NULL,NULL,T,4
497004,656,0,NULL,NULL,F,4
497880,865,291,NULL,NULL,T,2
497880,865,291,NULL,NULL,F,2
497880,865,291,31.45850372,120.64608,F,2
497954,211,291,31.31509972,120.6202469,F,2
497954,211,291,NULL,NULL,T,2
497954,211,291,NULL,NULL,F,2
497979,689,291,31.29862404,120.5943069,F,2
497979,689,291,NULL,NULL,T,2
497979,689,291,NULL,NULL,F,2
498223,12375,0,31.27383804,120.6280136,F,5
498223,12375,0,NULL,NULL,F,5
498223,12375,0,NULL,NULL,T,5
498396,211,0,NULL,NULL,T,3
498396,211,0,31.31077194,120.6342545,F,3
498396,211,0,NULL,NULL,F,3
498416,211,0,NULL,NULL,T,4
498416,211,0,31.3014679,120.6180573,F,4
498416,211,0,NULL,NULL,F,4
498607,210,0,NULL,NULL,T,4
498607,210,0,31.28941727,120.5686798,F,4
498607,210,0,NULL,NULL,F,4
498644,210,0,31.29057884,120.5748367,F,4
498644,210,0,NULL,NULL,T,4
498644,210,0,NULL,NULL,F,4
498716,1060,0,31.31044006,120.6763535,F,4
498716,1060,0,NULL,NULL,F,4
498716,1060,0,NULL,NULL,T,4
498793,-1,0,NULL,NULL,F,2
524713,12375,291,31.27796173,120.6262436,F,2
524713,12375,291,NULL,NULL,T,2
524713,12375,291,NULL,NULL,F,2
525628,208,0,31.34095001,120.615654,F,2
526611,-1,0,-1,-1,F,2
528093,-1,0,-1,-1,F,2
528207,-1,0,-1,-1,F,2
530093,211,0,31.31854439,120.6303329,F,2
530554,211,0,31.30945396,120.6230087,F,4
530554,211,0,NULL,NULL,F,4
544894,-1,0,-1,-1,F,2
545518,-1,0,-1,-1,F,2
547616,-1,0,-1,-1,F,2
547841,209,331,NULL,NULL,T,4
547841,209,331,NULL,NULL,F,4
547841,209,331,31.2553215,120.7325439,F,4
547848,865,263,NULL,NULL,F,4
547848,865,263,NULL,NULL,T,4
547848,865,263,31.3770256,120.5931854,F,4
548928,211,0,31.32237053,120.6264572,F,3
548928,211,0,NULL,NULL,T,3
548928,211,0,NULL,NULL,F,3
549262,864,0,NULL,NULL,T,3
549262,864,0,31.2561264,120.5226669,F,3
549262,864,0,NULL,NULL,F,3
549441,NULL,NULL,-1,-1,F,2
549488,864,0,NULL,NULL,T,4
549488,864,0,31.26530075,120.5169601,F,4
549488,864,0,NULL,NULL,F,4
549524,210,0,31.37046242,120.459877,F,4
549524,210,0,NULL,NULL,T,4
549524,210,0,NULL,NULL,F,4
556193,863,0,31.41111183,120.7880478,F,4
556193,863,0,NULL,NULL,F,4
556193,863,0,NULL,NULL,T,4
616194,-1,0,-1,-1,F,2
619600,864,0,31.27186203,120.5132141,F,4
619600,864,0,NULL,NULL,T,4
619600,864,0,NULL,NULL,F,4
673255,211,595,NULL,NULL,T,4
673255,211,595,NULL,NULL,F,4
673255,211,595,31.31330681,120.6319122,F,4
677337,656,0,NULL,NULL,T,4
677337,656,0,NULL,NULL,F,4
677337,656,0,31.19526291,120.4873734,F,4
683555,209,0,31.26931763,120.7484131,F,2
683555,209,0,NULL,NULL,T,2
683555,209,0,NULL,NULL,F,2
704566,12378,0,NULL,NULL,T,2
704566,12378,0,31.15830994,120.7210464,F,2
704566,12378,0,NULL,NULL,F,2
705325,209,319,31.33743858,120.8250961,F,3
705325,209,319,NULL,NULL,F,3
705325,209,319,NULL,NULL,T,3
711529,211,0,NULL,NULL,F,2
711529,211,0,NULL,NULL,T,2
711529,211,0,31.31526375,120.6171722,F,2
721379,656,0,NULL,NULL,T,5
721379,656,0,NULL,NULL,F,5
721379,656,0,31.22076225,120.4589005,F,5
721880,12377,0,NULL,NULL,F,5
721880,12377,0,31.16958618,120.6635437,F,5
721880,12377,0,NULL,NULL,T,5
723934,656,360,NULL,NULL,T,3
723934,656,360,NULL,NULL,F,3
723934,656,360,31.1356678,120.4637451,F,3
725335,12378,0,NULL,NULL,F,2
725335,12378,0,NULL,NULL,T,2
725335,12378,0,31.15438461,120.7243652,F,2
727781,-1,0,-1,-1,F,2
728689,656,0,31.06455994,120.2944107,F,2
728689,656,0,NULL,NULL,F,2
728689,656,0,NULL,NULL,T,2
728689,656,0,-1,-1,F,2
731192,1060,0,NULL,NULL,T,2
731192,1060,0,NULL,NULL,F,2
731192,1060,0,31.3057766,120.6560211,F,2
731505,715,0,NULL,NULL,F,2
731505,715,0,31.29908752,120.6284409,F,2
731974,12378,0,31.15822601,120.7172012,F,2
731974,12378,0,NULL,NULL,F,2
731974,12378,0,NULL,NULL,T,2
732458,928,0,NULL,NULL,F,2
732458,928,0,31.26811218,120.8738861,F,2
732458,928,0,NULL,NULL,T,2
732648,12378,0,NULL,NULL,T,0
732648,12378,0,31.15446091,120.7226944,F,0
732648,12378,0,NULL,NULL,F,0
744584,689,0,31.32248878,120.5736542,F,2
745038,12378,0,NULL,NULL,F,0
745038,12378,0,31.15233231,120.7175827,F,0
745038,12378,0,NULL,NULL,T,0
745218,12378,0,NULL,NULL,F,0
745218,12378,0,NULL,NULL,T,0
745218,12378,0,31.15662384,120.7182465,F,0
748694,689,0,NULL,NULL,T,2
748694,689,0,NULL,NULL,F,2
748694,689,0,31.31625557,120.6035995,F,2
749218,210,0,NULL,NULL,T,2
749218,210,0,NULL,NULL,F,2
749218,210,0,31.29197693,120.5800323,F,2
750327,715,0,NULL,NULL,T,3
750327,715,0,31.29292488,120.6326065,F,3
750327,715,0,NULL,NULL,F,3
751146,12378,0,NULL,NULL,T,3
751146,12378,0,NULL,NULL,F,3
751146,12378,0,31.15928459,120.7206726,F,3
752287,12378,0,NULL,NULL,T,0
752287,12378,0,31.15694237,120.715889,F,0
752287,12378,0,NULL,NULL,F,0
752312,12378,0,31.15691185,120.7192307,F,0
752312,12378,0,NULL,NULL,T,0
752312,12378,0,NULL,NULL,F,0
752321,12376,0,NULL,NULL,F,2
752321,12376,0,NULL,NULL,T,2
752321,12376,0,31.2131176,120.550827,F,2
752357,12378,0,31.1535244,120.7159653,F,2
752357,12378,0,NULL,NULL,T,2
752357,12378,0,NULL,NULL,F,2
752402,12378,0,31.1539917,120.7265244,F,0
752402,12378,0,NULL,NULL,T,0
752402,12378,0,NULL,NULL,F,0
752429,656,0,NULL,NULL,F,2
752429,656,0,31.10006905,120.2372589,F,2
752429,656,0,NULL,NULL,T,2
752471,12379,0,NULL,NULL,T,2
752471,12379,0,NULL,NULL,F,2
752471,12379,0,31.15033531,120.7208405,F,2
752473,656,0,NULL,NULL,T,0
752473,656,0,NULL,NULL,F,0
752473,656,0,31.10780907,120.2333603,F,0
752530,12378,0,NULL,NULL,F,2
752530,12378,0,31.15412521,120.718895,F,2
752530,12378,0,NULL,NULL,T,2
752649,12378,0,NULL,NULL,T,0
752649,12378,0,31.15695953,120.7191238,F,0
752649,12378,0,NULL,NULL,F,0
752724,864,0,NULL,NULL,F,2
752724,864,0,31.25381279,120.5449524,F,2
752724,864,0,NULL,NULL,T,2
752752,656,0,NULL,NULL,F,2
752752,656,0,31.25286865,120.5027237,F,2
752878,715,0,NULL,NULL,F,2
752878,715,0,31.30035973,120.6269531,F,2
752933,12375,0,31.27537346,120.6276855,F,2
752933,12375,0,NULL,NULL,F,2
752933,12375,0,NULL,NULL,T,2
752967,12378,0,NULL,NULL,F,0
752967,12378,0,NULL,NULL,T,0
752967,12378,0,31.15651894,120.7195206,F,0
752998,12378,0,NULL,NULL,F,2
752998,12378,0,NULL,NULL,T,2
752998,12378,0,31.15652847,120.7183228,F,2
753070,689,0,NULL,NULL,F,3
753070,689,0,31.31804276,120.6012497,F,3
753070,689,0,NULL,NULL,T,3
753083,689,281,31.31154442,120.6012268,F,2
753083,689,281,NULL,NULL,T,2
753083,689,281,NULL,NULL,F,2
753169,209,0,NULL,NULL,F,2
753169,209,0,NULL,NULL,T,2
753169,209,0,31.29677582,120.734726,F,2
753208,689,0,NULL,NULL,F,3
753208,689,0,31.31804276,120.6018143,F,3
753208,689,0,NULL,NULL,T,3
753232,211,359,31.31720161,120.6277542,F,2
753232,211,359,NULL,NULL,T,2
753232,211,359,NULL,NULL,F,2
753257,208,0,NULL,NULL,F,2
753257,208,0,31.33896828,120.6181183,F,2
753355,12377,0,NULL,NULL,T,2
753355,12377,0,31.17035675,120.6674271,F,2
753355,12377,0,NULL,NULL,F,2
753412,715,0,31.29950523,120.6453171,F,2
753412,715,0,NULL,NULL,F,2
753412,715,0,NULL,NULL,T,2
753467,12378,0,31.15812111,120.7196655,F,2
753467,12378,0,NULL,NULL,F,2
753467,12378,0,NULL,NULL,T,2
753504,211,0,NULL,NULL,T,0
753504,211,0,31.31406021,120.6268463,F,0
753504,211,0,NULL,NULL,F,0
758068,1060,0,31.28964043,120.6629486,F,2
760611,656,0,NULL,NULL,F,2
760611,656,0,NULL,NULL,T,2
760611,656,0,31.13573456,120.3202515,F,2
760716,715,0,NULL,NULL,F,2
760716,715,0,31.29398155,120.6401062,F,2
760716,715,0,NULL,NULL,T,2
765966,656,0,31.21670723,120.3809662,F,4
765966,656,0,NULL,NULL,F,4
772306,-1,0,-1,-1,F,2
773808,211,0,NULL,NULL,F,2
773808,211,0,31.31038284,120.6101227,F,2
773808,211,0,NULL,NULL,T,2
774724,211,321,31.30958366,120.6087875,F,2
774921,NULL,NULL,-1,-1,F,2
775011,715,0,31.3023262,120.6369171,F,2
787080,689,331,31.31665993,120.6031723,F,4
787080,689,331,NULL,NULL,F,4
787080,689,331,NULL,NULL,T,4
787610,1060,331,NULL,NULL,T,4
787610,1060,331,NULL,NULL,F,4
787610,1060,331,31.30116653,120.6710358,F,4
788729,-1,0,31.24808502,120.7516785,F,2
788766,12375,0,31.2766571,120.6387177,F,2
790346,212,0,31.2779808,120.6010361,F,2
790346,212,0,NULL,NULL,T,2
790346,212,0,NULL,NULL,F,2
791083,865,0,31.36453438,120.6053085,F,2
795531,208,0,31.3268261,120.615448,F,2
795531,208,0,NULL,NULL,T,2
795531,208,0,NULL,NULL,F,2
795835,865,0,31.3735981,120.6450958,F,2
802560,12378,0,31.15656281,120.7198486,F,0
802560,12378,0,NULL,NULL,F,0
802560,12378,0,NULL,NULL,T,0
810224,-1,0,-1,-1,F,2
814273,863,0,NULL,NULL,F,2
814273,863,0,31.40574455,120.7851563,F,2
814273,863,0,NULL,NULL,T,2
814478,689,0,NULL,NULL,F,2
814478,689,0,NULL,NULL,T,2
814478,689,0,31.30604172,120.605278,F,2
814522,656,0,NULL,NULL,T,2
814522,656,0,NULL,NULL,F,2
814522,656,0,31.03139114,120.2915192,F,2
814530,656,0,NULL,NULL,F,2
814530,656,0,NULL,NULL,T,2
814530,656,0,31.03036308,120.2964554,F,2
814536,12376,0,NULL,NULL,T,0
814536,12376,0,31.21506691,120.586998,F,0
814536,12376,0,NULL,NULL,F,0
814556,656,0,NULL,NULL,F,2
814556,656,0,31.32948112,120.3998795,F,2
814556,656,0,NULL,NULL,T,2
814643,865,0,NULL,NULL,T,2
814643,865,0,NULL,NULL,F,2
814643,865,0,31.42917633,120.5515289,F,2
814687,1060,0,31.30878639,120.6504135,F,2
814687,1060,0,NULL,NULL,F,2
814700,211,0,NULL,NULL,T,2
814700,211,0,NULL,NULL,F,2
814700,211,0,31.32135773,120.6218872,F,2
814712,210,0,NULL,NULL,T,2
814712,210,0,31.27835846,120.545845,F,2
814712,210,0,NULL,NULL,F,2
814714,210,0,31.27324677,120.5816574,F,2
814714,210,0,NULL,NULL,F,2
814714,210,0,NULL,NULL,T,2
814717,656,0,31.09856606,120.294075,F,2
814717,656,0,NULL,NULL,T,2
814717,656,0,NULL,NULL,F,2
814727,656,0,NULL,NULL,F,2
814727,656,0,31.08401871,120.2813721,F,2
814739,928,0,31.27312279,120.8740082,F,2
814739,928,0,NULL,NULL,F,2
814752,209,0,NULL,NULL,F,2
814752,209,0,31.25461578,120.6814651,F,2
814752,209,0,NULL,NULL,T,2
814770,715,0,31.29657173,120.6177139,F,2
814770,715,0,NULL,NULL,T,2
814770,715,0,NULL,NULL,F,2
814976,209,322,31.27617073,120.7413406,F,2
814976,209,322,NULL,NULL,T,2
814976,209,322,NULL,NULL,F,2
815034,656,0,31.02557945,120.2947922,F,2
815034,656,0,NULL,NULL,F,2
815034,656,0,NULL,NULL,T,2
815047,12375,0,NULL,NULL,F,2
815047,12375,0,31.24858093,120.6316147,F,2
815056,1060,0,31.34483147,120.6921539,F,2
815056,1060,0,NULL,NULL,T,2
815056,1060,0,NULL,NULL,F,2
815072,212,0,31.27753258,120.6099014,F,2
815072,212,0,NULL,NULL,T,2
815072,212,0,NULL,NULL,F,2
815113,12375,0,NULL,NULL,F,0
815113,12375,0,31.27759552,120.6386108,F,0
815145,865,0,NULL,NULL,F,2
815145,865,0,NULL,NULL,T,2
815145,865,0,31.40844345,120.6460037,F,2
815197,864,0,31.26052284,120.5104294,F,2
815197,864,0,NULL,NULL,T,2
815197,864,0,NULL,NULL,F,2
815227,656,0,NULL,NULL,T,2
815227,656,0,31.06508827,120.284462,F,2
815227,656,0,NULL,NULL,F,2
815240,656,0,NULL,NULL,F,2
815240,656,0,31.07285881,120.2967758,F,2
815240,656,0,NULL,NULL,T,2
815306,12378,0,NULL,NULL,T,0
815306,12378,0,31.15435791,120.7263565,F,0
815306,12378,0,NULL,NULL,F,0
815365,12375,0,NULL,NULL,T,2
815365,12375,0,31.24901009,120.6339874,F,2
815365,12375,0,NULL,NULL,F,2
815409,656,0,31.12556267,120.2424927,F,2
815409,656,0,NULL,NULL,F,2
815409,656,0,NULL,NULL,T,2
815426,656,0,31.13335228,120.3093872,F,2
815426,656,0,NULL,NULL,T,2
815426,656,0,NULL,NULL,F,2
819854,656,0,31.06505013,120.2843246,F,0
819854,656,0,NULL,NULL,F,0
819854,656,0,NULL,NULL,T,0
825385,208,0,31.32977676,120.6008682,F,2
825652,211,0,31.31023026,120.6165237,F,2
829862,-1,0,-1,-1,F,2
841140,12378,0,31.15562057,120.7183151,F,2
841140,12378,0,NULL,NULL,T,2
841140,12378,0,NULL,NULL,F,2
860464,-1,0,-1,-1,F,2
861460,211,0,31.30846024,120.6353378,F,0
861460,211,0,NULL,NULL,F,0
862472,-1,0,-1,-1,F,2
869751,689,0,NULL,NULL,F,3
869751,689,0,NULL,NULL,T,3
869751,689,0,31.30897903,120.6001282,F,3
873425,211,0,31.31490326,120.6187973,F,2
873508,12375,0,NULL,NULL,T,3
873508,12375,0,31.28001213,120.636879,F,3
873508,12375,0,NULL,NULL,F,3
873552,656,0,NULL,NULL,T,2
873552,656,0,NULL,NULL,F,2
873552,656,0,31.07519341,120.3594513,F,2
873618,928,0,NULL,NULL,F,2
873618,928,0,31.26934433,120.8734894,F,2
873618,928,0,NULL,NULL,T,2
874136,12378,0,NULL,NULL,F,2
874136,12378,0,31.15903282,120.7174759,F,2
874136,12378,0,NULL,NULL,T,2
874429,1060,0,NULL,NULL,T,3
874429,1060,0,31.32269096,120.7184906,F,3
874429,1060,0,NULL,NULL,F,3
876343,-1,0,31.28666306,120.7292099,F,2
893477,211,0,NULL,NULL,F,2
893477,211,0,31.31261444,120.6206207,F,2
893558,208,0,NULL,NULL,F,2
893558,208,0,NULL,NULL,T,2
893558,208,0,31.32761574,120.6272888,F,2
895973,1060,321,31.2876339,120.7254486,F,2
895973,1060,321,NULL,NULL,T,2
895973,1060,321,NULL,NULL,F,2
895981,656,0,NULL,NULL,T,2
895981,656,0,NULL,NULL,F,2
895981,656,0,31.09843826,120.2344589,F,2
896007,211,0,31.30887794,120.6260986,F,3
896007,211,0,NULL,NULL,F,3
896007,211,0,NULL,NULL,T,3
909280,210,0,NULL,NULL,F,2
909280,210,0,NULL,NULL,T,2
909280,210,0,31.30923271,120.5466919,F,2
909282,210,0,NULL,NULL,T,2
909282,210,0,31.27383804,120.5766602,F,2
909282,210,0,NULL,NULL,F,2
909389,12377,0,31.15921021,120.639595,F,2
909389,12377,0,NULL,NULL,F,2
909529,12378,0,NULL,NULL,F,0
909529,12378,0,31.15620804,120.7201157,F,0
909529,12378,0,NULL,NULL,T,0
909564,1060,0,NULL,NULL,T,2
909564,1060,0,NULL,NULL,F,2
909564,1060,0,31.34333801,120.699173,F,2
909646,-1,0,31.15753937,120.654274,F,2
909804,12377,0,NULL,NULL,F,0
909804,12377,0,NULL,NULL,T,0
909804,12377,0,31.16093445,120.6490707,F,0
909884,210,0,31.36628723,120.4951096,F,2
909884,210,0,NULL,NULL,T,2
909884,210,0,NULL,NULL,F,2
909898,211,0,31.31066704,120.615036,F,2
909898,211,0,NULL,NULL,T,2
909898,211,0,NULL,NULL,F,2
909921,-1,0,NULL,NULL,F,2
909921,-1,0,31.2443924,120.6163788,F,2
909995,865,0,NULL,NULL,F,2
909995,865,0,NULL,NULL,T,2
909995,865,0,31.43283272,120.5518951,F,2
910040,865,0,31.46316147,120.6591873,F,2
910040,865,0,NULL,NULL,F,2
910040,865,0,NULL,NULL,T,2
910082,12376,0,NULL,NULL,F,2
910082,12376,0,NULL,NULL,T,2
910082,12376,0,31.21246147,120.5865555,F,2
910103,656,0,NULL,NULL,F,0
910103,656,0,31.12440491,120.3204727,F,0
912304,211,0,31.31586838,120.6209717,F,2
916149,211,355,NULL,NULL,F,2
916149,211,355,NULL,NULL,T,2
916149,211,355,31.30602264,120.6319504,F,2
917961,689,0,NULL,NULL,T,4
917961,689,0,31.31233406,120.6003342,F,4
917961,689,0,NULL,NULL,F,4
919322,689,0,NULL,NULL,F,2
919322,689,0,31.30950546,120.5960007,F,2
919322,689,0,NULL,NULL,T,2
919397,12376,0,NULL,NULL,F,2
919397,12376,0,31.21428299,120.5897369,F,2
919397,12376,0,NULL,NULL,T,2
919418,12376,373,NULL,NULL,F,2
919418,12376,373,NULL,NULL,T,2
919418,12376,373,31.21368217,120.5869904,F,2
919740,864,0,NULL,NULL,F,0
919740,864,0,31.26783943,120.5175323,F,0
919740,864,0,NULL,NULL,T,0
923102,865,0,NULL,NULL,T,2
923102,865,0,31.46510506,120.6603241,F,2
923102,865,0,NULL,NULL,F,2
923828,1060,0,31.30098724,120.6823654,F,3
923828,1060,0,NULL,NULL,F,3
923828,1060,0,NULL,NULL,T,3
927639,865,0,31.43065071,120.5527649,F,2
927639,865,0,NULL,NULL,T,2
927639,865,0,NULL,NULL,F,2
928816,863,0,NULL,NULL,F,2
928816,863,0,NULL,NULL,T,2
928816,863,0,31.35780144,120.7817535,F,2
928830,-1,0,31.26176453,120.8650436,F,2
929284,12377,0,NULL,NULL,T,5
929284,12377,0,NULL,NULL,F,5
929284,12377,0,31.1182785,120.5952225,F,5
930326,1060,0,NULL,NULL,F,3
930326,1060,0,31.30097198,120.6848221,F,3
930326,1060,0,NULL,NULL,T,3
930376,864,291,NULL,NULL,F,2
930376,864,291,NULL,NULL,T,2
930376,864,291,31.2685833,120.5371017,F,2
930483,865,291,NULL,NULL,F,2
930483,865,291,NULL,NULL,T,2
930483,865,291,31.4017334,120.6322861,F,2
930495,689,0,31.314394,120.6031647,F,3
930495,689,0,NULL,NULL,T,3
930495,689,0,NULL,NULL,F,3
930572,12375,291,NULL,NULL,F,2
930572,12375,291,NULL,NULL,T,2
930572,12375,291,31.26652718,120.621788,F,2
930642,209,0,31.28668022,120.7288895,F,2
930642,209,0,NULL,NULL,F,2
930642,209,0,NULL,NULL,T,2
931781,210,0,NULL,NULL,F,2
931781,210,0,31.3732338,120.5155411,F,2
931781,210,0,NULL,NULL,T,2
931794,865,0,NULL,NULL,T,2
931794,865,0,NULL,NULL,F,2
931794,865,0,31.38175774,120.6238174,F,2
931810,865,0,31.39785767,120.6186905,F,2
931810,865,0,NULL,NULL,T,2
931810,865,0,NULL,NULL,F,2
932857,863,0,31.35929489,120.7893829,F,2
932857,863,0,NULL,NULL,T,2
932857,863,0,NULL,NULL,F,2
932914,208,0,31.34288979,120.6141129,F,0
932914,208,0,NULL,NULL,F,0
932969,210,0,31.30696678,120.5546265,F,2
932969,210,0,NULL,NULL,T,2
932969,210,0,NULL,NULL,F,2
932992,210,0,NULL,NULL,F,2
932992,210,0,NULL,NULL,T,2
932992,210,0,31.27319527,120.5782852,F,2
933002,865,0,31.46357155,120.6585388,F,2
933002,865,0,NULL,NULL,F,2
935199,210,0,NULL,NULL,F,3
935199,210,0,31.36166763,120.486496,F,3
935199,210,0,NULL,NULL,T,3
935411,210,291,NULL,NULL,T,2
935411,210,291,NULL,NULL,F,2
935411,210,291,31.31646919,120.5524292,F,2
937663,211,5,NULL,NULL,F,2
937663,211,5,NULL,NULL,T,2
937663,211,5,31.30762672,120.6226959,F,2
937732,211,5,NULL,NULL,T,2
937732,211,5,31.31359291,120.6236191,F,2
937969,1060,0,NULL,NULL,F,2
937969,1060,0,NULL,NULL,T,2
937969,1060,0,31.32662582,120.7109299,F,2
939367,12375,0,NULL,NULL,F,2
939367,12375,0,NULL,NULL,T,2
939367,12375,0,31.24941254,120.6332169,F,2
939385,865,0,NULL,NULL,F,2
939385,865,0,NULL,NULL,T,2
939385,865,0,31.42946434,120.5592575,F,2
939411,208,0,NULL,NULL,F,2
939411,208,0,31.32441902,120.6055145,F,2
940839,865,0,31.4659996,120.6574402,F,3
940839,865,0,NULL,NULL,T,3
940839,865,0,NULL,NULL,F,3
941454,12375,0,NULL,NULL,T,2
941454,12375,0,NULL,NULL,F,2
941454,12375,0,31.27710724,120.6386642,F,2
941477,210,0,31.25508308,120.582428,F,2
941477,210,0,NULL,NULL,T,2
941477,210,0,NULL,NULL,F,2
942523,12377,0,31.14789391,120.6452179,F,5
942523,12377,0,NULL,NULL,T,5
942523,12377,0,NULL,NULL,F,5
943048,210,0,31.30996513,120.5470505,F,2
943048,210,0,NULL,NULL,T,2
943048,210,0,NULL,NULL,F,2
943061,12376,0,NULL,NULL,F,2
943061,12376,0,31.21222687,120.583168,F,2
943061,12376,0,NULL,NULL,T,2
943212,715,281,NULL,NULL,T,2
943212,715,281,31.29865837,120.628479,F,2
943212,715,281,NULL,NULL,F,2
943557,211,0,NULL,NULL,T,3
943557,211,0,NULL,NULL,F,3
943557,211,0,31.31005287,120.6250763,F,3
944521,211,373,NULL,NULL,T,2
944521,211,373,31.31587029,120.6118927,F,2
944521,211,373,NULL,NULL,F,2
945829,12375,0,NULL,NULL,F,2
945829,12375,0,NULL,NULL,T,2
945829,12375,0,31.27796364,120.6380005,F,2
946096,209,162,NULL,NULL,T,4
946096,209,162,NULL,NULL,F,4
946096,209,162,31.31360817,120.7218323,F,4
947352,-1,0,31.10186958,120.3859253,F,2
947386,-1,0,31.08329391,120.407341,F,2
947750,-1,0,-1,-1,F,2
948533,-1,0,-1,-1,F,2
948927,689,0,31.31853485,120.5970764,F,2
950440,12377,0,NULL,NULL,T,4
950440,12377,0,31.14098549,120.6382446,F,4
950440,12377,0,NULL,NULL,F,4
965066,212,0,NULL,NULL,T,3
965066,212,0,31.29109955,120.6110535,F,3
965066,212,0,NULL,NULL,F,3
965088,12375,373,NULL,NULL,F,2
965088,12375,373,NULL,NULL,T,2
965088,12375,373,31.28126526,120.6386566,F,2
972506,1060,0,NULL,NULL,F,3
972506,1060,0,NULL,NULL,T,3
972506,1060,0,31.28783989,120.7238998,F,3
981119,-1,0,-1,-1,F,2
981225,-1,0,-1,-1,F,2
983658,12378,0,31.15590286,120.7191544,F,0
983658,12378,0,NULL,NULL,F,0
983669,12378,0,NULL,NULL,T,0
983669,12378,0,31.15772438,120.7174454,F,0
983669,12378,0,NULL,NULL,F,0
983730,12378,0,31.15727043,120.7180328,F,0
983730,12378,0,NULL,NULL,T,0
983730,12378,0,NULL,NULL,F,0
983749,211,0,NULL,NULL,T,2
983749,211,0,NULL,NULL,F,2
983749,211,0,31.31633568,120.620697,F,2
983924,865,0,NULL,NULL,T,4
983924,865,0,31.3638401,120.6463089,F,4
983924,865,0,NULL,NULL,F,4
983944,12377,0,NULL,NULL,T,4
983944,12377,0,NULL,NULL,F,4
983944,12377,0,31.16130829,120.6430969,F,4
985800,12377,0,NULL,NULL,F,0
985800,12377,0,NULL,NULL,T,0
985800,12377,0,31.16379929,120.651001,F,0
988288,208,5,31.32650566,120.6169815,F,2
988288,208,5,NULL,NULL,F,2
988288,208,5,NULL,NULL,T,2
988350,211,5,31.31341362,120.6239548,F,2
988350,211,5,NULL,NULL,F,2
988350,211,5,NULL,NULL,T,2
988366,689,5,NULL,NULL,T,2
988366,689,5,NULL,NULL,F,2
